2015-2019,2020-2022,2023-2025,2025-all
1.223021582733813,0.12448132780082989,0.3073140749846343,1.223021582733813
0.8408071748878924,0.0,0.37650602409638556,0.8408071748878924
0.4491017964071856,0.22087244616234128,0.3215434083601287,0.4491017964071856
0.0,0.0,0.17026106696935298,0.0
0.37418147801683826,0.29433406916850624,0.13850415512465375,0.37418147801683826
0.7328990228013029,1.0321100917431194,0.11204481792717089,0.7328990228013029
0.1470588235294117,0.13923847266106143,0.15026296018031557,0.1470588235294117
1.4981273408239701,0.9348221241236042,0.2411575562700965,1.4981273408239701
1.7632241813602012,0.06863810558828581,0.21857923497267764,1.7632241813602012
2.4390243902439024,0.21422686075254055,0.35385704175513083,2.4390243902439024
0.0,0.3749584697897385,0.9999999999999999,0.0
0.7079646017699116,0.32690695725062857,0.9157509157509158,0.7079646017699116
2.697495183044316,0.5174944002471613,0.3160188884852888,2.697495183044316
2.9739776951672865,0.6778919746337196,0.09882096367477682,2.9739776951672865
0.3584229390681003,0.4717205889360081,0.5136627297505066,0.3584229390681003
1.2618296529968456,0.5971575301564552,0.20547117360299738,1.2618296529968456
1.2173913043478262,1.1632472759399235,0.0,1.2173913043478262
0.19032082653616098,0.4160887656033287,0.1357005541105958,0.12448132780082989
0.20132297958009776,0.44576523031203563,0.1422989725531812,0.0
0.13933398355858992,0.5532503457814659,0.12560993284699756,0.22087244616234128
0.16742406122937098,0.5873715124816448,0.42975347972033967,0.0
0.11362201742204263,0.26478375992939096,0.11627456300143417,0.29433406916850624
0.8113804004214962,0.104602510460251,0.22573923397499507,0.3073140749846343
0.0,0.17605633802816906,0.07935248373274073,0.37650602409638556
0.12028430836522688,0.22091310751104565,4.736311723211287,0.3215434083601287
0.3905447070914698,0.20270270270270266,20.654396728016362,0.17026106696935298
0.14461931093151845,0.20380434782608695,5.6920311563810655,0.13850415512465375
0.1465201465201465,0.0661813368630047,2.231008189776899,0.11204481792717089
0.08499509643674405,0.11904761904761915,2.762966553562773,0.15026296018031557
0.33391304347826084,0.7399577167019027,0.09813542688910706,0.2411575562700965
0.48008728859792676,0.32733224222585905,0.43152396093572654,0.21857923497267764
0.25749063670411987,1.5215553677092142,2.4295209718083886,0.35385704175513083
0.08339897141268589,0.36603221083455345,0.43653458697112113,0.9999999999999999
0.006172839506172845,0.4551365409622886,12.087366592206504,0.9157509157509158
0.6015037593984961,0.48375950241879756,1.5375339161893273,0.19032082653616098
0.22711926830765458,0.22865853658536583,0.12714558169103618,0.20132297958009776
1.0911207021967897,0.08658008658008653,0.07102272727272733,0.13933398355858992
1.1160714285714288,0.1644736842105263,0.13679890560875507,0.16742406122937098
1.1472275334608029,1.2452107279693487,0.18198362147406724,0.11362201742204263
0.3355704697986575,0.8547008547008547,0.077339520494973,0.8113804004214962
0.3025718608169441,0.3030303030303033,0.1492537313432837,0.0
0.3994673768308922,0.49689440993788786,0.07097232079488985,0.12028430836522688
0.11013215859030838,0.0,0.13123359580052488,0.3905447070914698
0.12048192771084335,0.9652509652509655,0.4568527918781726,0.14461931093151845
0.10905125408942204,0.0,0.12135922330097097,0.1465201465201465
0.9419152276295133,0.2500000000000002,0.16510731975784257,0.08499509643674405
0.8130081300813007,0.09319664492078293,0.22259321090706738,0.33391304347826084
0.14388489208633093,0.6822612085769987,1.0943912448700412,0.48008728859792676
0.0,0.20547945205479393,1.084010840108401,0.25749063670411987
0.892857142857143,0.3376097231600266,1.2585812356979402,0.08339897141268589
0.5706134094151213,0.1363326516700751,0.559552358113509,0.006172839506172845
1.2587412587412588,0.761421319796954,0.15540015540015556,0.6015037593984961
0.5398110661268556,0.10298661174047383,0.4765687053216838,0.22711926830765458
0.3076923076923077,0.635514018691589,0.14275517487508935,1.0911207021967897
0.0,0.26867275658248246,0.6130268199233715,1.0321100917431194
0.10422094841063062,0.09029345372460487,0.4725897920604917,0.13923847266106143
0.1651982378854624,0.1384562132225683,0.6463527239150508,0.9348221241236042
0.10911074740861985,0.01052853232259424,0.47421458209839956,0.06863810558828581
0.06738544474393537,0.009094216078574035,0.6717850287907876,0.21422686075254055
0.13458950201884246,0.024170157911698378,0.9603841536614647,0.3749584697897385
0.0,0.045199783041041344,0.3157894736842097,0.32690695725062857
0.0,0.24602263408233563,2.2148394241417497,0.5174944002471613
0.3095975232198144,0.43041606886657136,0.4803073967339101,0.6778919746337196
0.06060606060606066,0.49113815929959426,0.1489203276247209,0.4717205889360081
0.21052631578947367,1.0236220472440947,0.4294917680744456,0.5971575301564552
0.06920415224913501,2.6988636363636362,0.29390154298310095,1.1632472759399235
0.5633802816901408,2.7202072538860103,0.342172797262617,0.3160188884852888
0.0,0.2079002079002079,0.7092198581560275,0.09882096367477682
0.7817589576547231,0.19710906701708258,1.6753926701570683,0.5136627297505066
2.538787023977433,0.21978021978021978,0.8849557522123902,0.20547117360299738
0.17045454545454528,0.07518796992481189,1.2621359223300967,0.0
0.17113519680547631,0.5546751188589542,0.6182380216383313,0.1357005541105958
0.4270896888346553,0.26560424966799456,0.6289308176100623,0.1422989725531812
0.5756148613291473,0.7936507936507938,0.5768222338751966,0.12560993284699756
0.2589331952356292,2.905982905982906,0.09019843656043303,0.42975347972033967
0.3311258278145695,3.143712574850299,0.06257822277847315,0.11627456300143417
0.48510048510048515,2.006920415224913,0.13195098963242236,0.22573923397499507
0.744047619047619,0.6086142322097379,0.2710761724044456,0.07935248373274073
0.6224066390041494,1.129943502824859,0.19094901661256442,4.736311723211287
0.2074688796680494,0.058377116170461235,0.25484199796126394,29.206625980819528
0.13774104683195607,0.7860752386299833,0.2672209026128268,5.6920311563810655
0.3412969283276444,0.6760563380281691,0.03344481605351174,2.231008189776899
0.14727540500736389,0.1111934766493699,7.142857142857142,2.762966553562773
0.30120481927710874,1.1346054667354304,0.869565217391304,0.09813542688910706
0.49668874172185434,0.16501650165016518,0.0,0.43152396093572654
0.0,2.4590163934426235,0.0,2.4295209718083886
0.5891016200294552,0.7207207207207204,0.439882697947214,0.43653458697112113
0.0,0.0,0.0,12.087366592206504
0.34542314335060453,0.3636363636363638,2.4096385542168663,1.5375339161893273
0.41580041580041566,0.38910505836575876,0.3816793893129753,1.1160714285714288
2.090592334494773,1.3440860215053763,1.4249790444258172,1.1472275334608029
4.121863799283155,0.7558578987150414,0.6659267480577133,0.3355704697986575
1.1331444759206801,0.8166969147005447,2.1406727828746175,0.3025718608169441
34.48456305599163,1.159678858162355,1.8134715025906738,0.3994673768308922
1.4595311808934097,0.8536585365853661,0.5542359461599362,0.11013215859030838
0.1441961067051187,0.5330490405117269,0.7319304666056726,0.12048192771084335
0.29655990510083063,0.5488474204171246,0.5516154452324666,0.10905125408942204
0.5195843325339728,0.28129395218002795,0.6688963210702341,0.9419152276295133
2.7954256670902162,1.7492711370262388,6.557377049180328,0.8130081300813007
0.32119914346895073,0.6420545746388444,1.3095238095238093,0.14388489208633093
0.2604166666666667,0.4444444444444442,0.8264462809917356,0.0
0.19074868860276592,0.8187134502923977,0.20263424518743686,0.892857142857143
0.49627791563275425,2.08078335373317,2.2201665124884364,0.5706134094151213
0.4032258064516129,0.1128668171557563,4.383282364933741,1.2587412587412588
0.5499541704857929,0.7371007371007378,0.6811989100817437,0.5398110661268556
0.34462952326249285,0.25542784163473825,1.1165387299371947,0.3076923076923077
17.777777777777775,0.6993006993006992,0.7800312012480499,0.4160887656033287
